Employee_ID,First_Name,Last_Name,Department,Region,Age,Status,Join_Date,Salary,Email,Phone,Performance_Score,Remote_Work
EMP1024,Bob,Brown,Admin,Texas,30.0,0,2020-02-13,91181.61,bob.brown@example.com,1502745643,3,1
EMP1025,David,Miller,Cloud Tech,Nevada,25.0,0,2020-04-30,66025.92,david.miller@example.com,9485625727,2,0
EMP1026,Frank,Miller,Sales,New York,25.0,0,2023-10-02,83979.01,frank.miller@example.com,7032032073,2,0
EMP1027,Heidi,Johnson,Finance,Florida,30.0,1,2020-07-12,56785.16,heidi.johnson@example.com,2761707586,4,1
EMP1028,Grace,Garcia,Finance,Nevada,40.0,1,2023-10-11,95741.88,grace.garcia@example.com,7712151341,4,0
EMP1029,Alice,Brown,DevOps,California,40.0,1,2021-05-24,63411.31,alice.brown@example.com,2849939088,4,1
EMP1030,Charlie,Jones,Admin,California,40.0,0,2021-05-26,111214.02,charlie.jones@example.com,2613715040,3,1
EMP1031,Bob,Smith,DevOps,Illinois,25.0,1,2020-07-10,114845.69,bob.smith@example.com,6591520176,4,1
EMP1032,Charlie,Brown,Finance,Florida,40.0,1,2024-11-05,78072.82,charlie.brown@example.com,7490509758,2,0
EMP1033,Grace,Johnson,Finance,California,25.0,0,2021-08-07,79610.52,grace.johnson@example.com,2304501895,2,0
EMP1034,Heidi,Miller,Admin,California,30.0,1,2020-04-29,90542.62,heidi.miller@example.com,1642361031,4,1
EMP1035,Frank,Jones,Cloud Tech,Illinois,25.0,0,2022-10-26,114357.1,frank.jones@example.com,6642147648,4,1
EMP1036,Alice,Brown,Cloud Tech,New York,35.0,1,2023-05-03,54757.26,alice.brown@example.com,2515837766,1,0
EMP1037,Grace,Smith,Sales,New York,25.0,0,2023-05-02,52781.92,grace.smith@example.com,4996165925,2,1
EMP1038,Frank,Smith,Admin,Nevada,35.0,0,2021-10-05,66708.02,frank.smith@example.com,6108573277,3,1
EMP1039,Eva,Williams,HR,Texas,40.0,1,2022-07-27,93481.15,eva.williams@example.com,8147617421,1,0
EMP1040,Bob,Williams,Sales,New York,25.0,0,2021-06-27,59271.95999999999,bob.williams@example.com,4386490809,4,1
EMP1041,Bob,Davis,HR,California,30.0,1,2022-06-16,108362.15,bob.davis@example.com,8186617944,4,0
EMP1042,Alice,Johnson,HR,Nevada,30.0,1,2024-12-03,59400.37999999999,alice.johnson@example.com,4918017225,2,1
EMP1043,Bob,Garcia,Admin,California,35.0,0,2023-05-23,64744.08,bob.garcia@example.com,164597793,4,0
EMP1044,Eva,Brown,Finance,California,30.0,1,2020-07-08,94399.91,eva.brown@example.com,5232194167,3,1
EMP1045,Alice,Brown,HR,New York,25.0,0,2021-06-20,61310.74,alice.brown@example.com,61027768,2,1
EMP1046,Grace,Garcia,Cloud Tech,Texas,30.0,1,2024-12-13,98371.37,grace.garcia@example.com,7499564121,4,0
EMP1047,Alice,Davis,Sales,Illinois,35.0,1,2022-05-30,58921.19,alice.davis@example.com,310303722,2,1
EMP1048,Alice,Miller,Admin,Nevada,35.0,1,2023-09-27,57195.55,alice.miller@example.com,6831472759,4,0
EMP1049,Grace,Miller,DevOps,New York,40.0,1,2024-11-05,61375.12,grace.miller@example.com,1227770792,4,1
EMP1050,Charlie,Davis,Cloud Tech,New York,40.0,0,2021-11-11,104767.05,charlie.davis@example.com,3496050165,4,0
EMP1051,David,Miller,Admin,Nevada,35.0,1,2022-02-22,111051.67,david.miller@example.com,7998407677,3,0
EMP1052,David,Williams,Finance,California,30.0,0,2024-08-07,105674.18,david.williams@example.com,9973080694,3,0
EMP1053,Alice,Brown,Finance,California,30.0,0,2024-11-05,54859.45,alice.brown@example.com,8146717956,2,0
EMP1054,Frank,Davis,Finance,Nevada,35.0,0,2021-11-09,115746.6,frank.davis@example.com,6024375737,4,1
EMP1055,Eva,Brown,Sales,California,30.0,1,2020-08-10,91759.99,eva.brown@example.com,3959724664,4,1
EMP1056,Frank,Garcia,Sales,Illinois,40.0,1,2022-02-27,112965.33,frank.garcia@example.com,7293417222,3,0
EMP1057,Alice,Smith,Cloud Tech,Illinois,40.0,0,2023-11-07,100360.1,alice.smith@example.com,2971674337,4,0
EMP1058,David,Williams,Finance,Texas,35.0,0,2021-11-07,93620.88,david.williams@example.com,54522800,3,0
EMP1059,Bob,Jones,Sales,California,35.0,0,2022-04-16,72832.8,bob.jones@example.com,5619318373,4,1
EMP1060,Charlie,Williams,Finance,Nevada,30.0,0,2023-10-19,102369.42,charlie.williams@example.com,5508428909,2,1
EMP1061,Eva,Davis,Sales,Texas,40.0,0,2021-08-10,64712.79,eva.davis@example.com,7711991807,4,1
EMP1062,Frank,Jones,Finance,Florida,40.0,0,2021-03-13,85782.18,frank.jones@example.com,1213524786,4,1
EMP1063,Charlie,Smith,HR,Illinois,25.0,0,2023-07-20,93348.26,charlie.smith@example.com,1255213759,1,0
EMP1064,David,Davis,Admin,New York,35.0,1,2020-02-20,53234.96,david.davis@example.com,3754821455,3,0
EMP1065,Bob,Johnson,Finance,Nevada,40.0,0,2021-02-02,100284.21,bob.johnson@example.com,5328632665,4,0
EMP1066,Grace,Brown,Admin,Nevada,30.0,0,2020-01-12,112486.19,grace.brown@example.com,7850720810,4,1
EMP1067,Bob,Smith,Admin,New York,40.0,0,2022-11-26,82518.49,bob.smith@example.com,5562606028,1,1
EMP1068,Bob,Brown,Admin,Florida,40.0,0,2022-12-23,119152.47,bob.brown@example.com,846684549,1,1
EMP1069,Heidi,Miller,DevOps,Illinois,30.0,0,2024-08-28,113479.83,heidi.miller@example.com,4892673898,3,0
EMP1070,Charlie,Johnson,Finance,California,40.0,1,2024-09-16,94636.3,charlie.johnson@example.com,7563410855,1,0
EMP1071,Heidi,Johnson,HR,Florida,30.0,1,2024-01-01,70000.97,heidi.johnson@example.com,2884318847,2,1
EMP1072,Frank,Smith,Cloud Tech,New York,30.0,1,2021-04-18,76812.47,frank.smith@example.com,5200894345,1,0
EMP1073,David,Johnson,Finance,Florida,25.0,0,2023-01-16,82614.7,david.johnson@example.com,8105485100,2,1
EMP1074,Grace,Jones,Sales,Nevada,40.0,1,2024-10-20,111645.97,grace.jones@example.com,7490753997,3,1
EMP1075,Heidi,Johnson,HR,California,25.0,0,2024-10-13,112414.91,heidi.johnson@example.com,9354492682,3,0
EMP1076,David,Brown,Admin,California,40.0,0,2022-09-21,52031.74,david.brown@example.com,1589357125,3,1
EMP1077,Grace,Brown,Finance,New York,30.0,0,2022-12-29,51887.65,grace.brown@example.com,6110627370,3,0
EMP1078,Alice,Davis,DevOps,Florida,25.0,1,2024-11-10,82318.89,alice.davis@example.com,5869886496,3,1
EMP1079,Grace,Brown,Admin,Florida,35.0,0,2021-11-22,103286.08,grace.brown@example.com,6776228276,2,0
EMP1080,Grace,Davis,Cloud Tech,Florida,35.0,1,2024-03-14,87759.33,grace.davis@example.com,2881377027,2,0
EMP1081,Frank,Brown,DevOps,Texas,30.0,0,2020-03-23,102796.32,frank.brown@example.com,5196115939,3,0
EMP1082,David,Jones,Sales,New York,25.0,1,2020-09-15,83149.27,david.jones@example.com,8215454469,1,1
EMP1083,David,Garcia,DevOps,California,40.0,0,2020-12-09,92412.49,david.garcia@example.com,2296044326,4,1
EMP1084,Bob,Davis,HR,Texas,30.0,0,2020-02-22,115022.1,bob.davis@example.com,185106793,3,0
EMP1085,Grace,Williams,DevOps,New York,40.0,1,2023-04-27,98343.01,grace.williams@example.com,9756792286,1,0
EMP1086,Bob,Miller,DevOps,Illinois,35.0,1,2024-06-18,118869.1,bob.miller@example.com,7725199662,4,1
EMP1087,Frank,Smith,Finance,Nevada,30.0,0,2020-05-21,85417.26,frank.smith@example.com,6580741208,3,1
EMP1088,Grace,Brown,Cloud Tech,Florida,40.0,0,2023-07-25,112410.25,grace.brown@example.com,4818139889,3,1
EMP1089,Charlie,Johnson,Admin,Nevada,40.0,0,2023-08-25,68905.77,charlie.johnson@example.com,9837801819,2,0
EMP1090,Heidi,Garcia,Finance,Nevada,40.0,0,2021-07-03,72561.32,heidi.garcia@example.com,4339718955,4,1
EMP1091,Bob,Brown,Finance,New York,35.0,0,2023-03-13,92723.22,bob.brown@example.com,9070562607,4,1
EMP1092,Alice,Johnson,HR,New York,40.0,0,2021-03-10,74837.75,alice.johnson@example.com,5641118241,1,0
EMP1093,Eva,Miller,DevOps,California,35.0,0,2020-01-21,86163.91,eva.miller@example.com,2412462094,2,1
EMP1094,David,Miller,Finance,Illinois,40.0,1,2023-11-15,83326.52,david.miller@example.com,2004615264,2,1
EMP1095,Heidi,Miller,Cloud Tech,California,25.0,1,2022-04-08,98425.1,heidi.miller@example.com,4610339936,2,1
EMP1096,Frank,Johnson,Sales,Illinois,40.0,0,2022-05-21,119764.2,frank.johnson@example.com,8861405785,2,0
EMP1097,Frank,Brown,HR,California,40.0,0,2021-04-17,58445.91,frank.brown@example.com,1706304890,4,0
EMP1098,Bob,Miller,DevOps,New York,35.0,1,2021-03-19,101702.33,bob.miller@example.com,3824967182,4,0
EMP1099,Eva,Jones,Admin,California,25.0,1,2022-01-09,93832.306717364,eva.jones@example.com,2582386869,3,0
EMP1100,Charlie,Davis,Cloud Tech,Texas,35.0,0,2021-08-21,98819.22,charlie.davis@example.com,794200748,3,0
EMP1101,Heidi,Johnson,Cloud Tech,Illinois,25.0,0,2022-08-19,83509.99,heidi.johnson@example.com,4653984027,2,0
EMP1102,Alice,Johnson,Finance,Texas,35.0,1,2022-03-31,84422.26,alice.johnson@example.com,9141612845,2,0
EMP1103,Alice,Brown,Admin,Illinois,30.0,0,2020-06-23,119574.27,alice.brown@example.com,3985547434,2,1
EMP1104,Grace,Johnson,Sales,Illinois,35.0,1,2024-05-07,86580.08,grace.johnson@example.com,5379502096,3,1
EMP1105,Heidi,Johnson,Sales,Florida,35.0,0,2023-03-10,93471.91,heidi.johnson@example.com,26876810,1,0
EMP1106,Bob,Miller,DevOps,New York,30.0,0,2023-09-14,55683.12,bob.miller@example.com,8071569561,1,1
EMP1107,Bob,Brown,Cloud Tech,Florida,30.0,0,2023-11-12,91566.78,bob.brown@example.com,175370303,3,1
EMP1108,David,Miller,DevOps,California,35.0,0,2024-10-26,81782.19,david.miller@example.com,5319433749,3,0
EMP1109,Eva,Davis,DevOps,New York,30.0,0,2020-08-23,88119.37,eva.davis@example.com,4793036148,3,1
EMP1110,Eva,Garcia,Cloud Tech,Texas,30.0,1,2024-06-11,71532.83,eva.garcia@example.com,8728399920,3,1
EMP1111,Eva,Davis,Cloud Tech,Florida,40.0,0,2021-09-14,98981.36,eva.davis@example.com,9212493842,3,1
EMP1112,Heidi,Garcia,Cloud Tech,Illinois,40.0,1,2024-12-26,80242.01,heidi.garcia@example.com,894870604,3,1
EMP1113,Eva,Miller,Cloud Tech,New York,25.0,0,2024-09-08,110236.18,eva.miller@example.com,6641877579,2,1
EMP1114,Alice,Davis,Sales,Texas,35.0,1,2022-08-21,86327.47,alice.davis@example.com,3046875062,2,0
EMP1115,Eva,Brown,Sales,Florida,30.0,0,2024-07-25,84420.81,eva.brown@example.com,5190361331,2,0
EMP1116,Frank,Smith,HR,California,40.0,0,2020-08-02,110041.32,frank.smith@example.com,5411076094,2,0
EMP1117,Heidi,Miller,DevOps,Florida,35.0,0,2020-03-16,81837.81,heidi.miller@example.com,4317350582,3,1
EMP1118,Frank,Garcia,Finance,Illinois,25.0,1,2023-09-08,110855.72,frank.garcia@example.com,1997179109,1,0
EMP1119,Alice,Jones,Sales,California,30.0,0,2024-03-29,84894.52,alice.jones@example.com,651207048,4,1
EMP1120,Alice,Garcia,HR,Illinois,30.0,1,2021-08-12,80668.13,alice.garcia@example.com,6110804660,3,1
EMP1121,Bob,Jones,DevOps,Illinois,25.0,1,2023-12-24,61086.47,bob.jones@example.com,9639907675,4,1
EMP1122,Grace,Johnson,Admin,Texas,25.0,0,2020-08-28,95339.68,grace.johnson@example.com,9915078592,1,1
EMP1123,Eva,Davis,DevOps,California,35.0,0,2024-09-05,83774.97,eva.davis@example.com,1109193927,2,0
EMP1124,Heidi,Jones,Admin,Florida,35.0,1,2023-05-12,85576.86,heidi.jones@example.com,4567972319,1,0
EMP1125,Bob,Garcia,Finance,California,35.0,0,2021-07-01,107438.46,bob.garcia@example.com,249685497,3,1
EMP1126,Eva,Johnson,Sales,Nevada,30.0,0,2024-11-07,60401.68,eva.johnson@example.com,2274954507,2,0
EMP1127,Frank,Smith,Sales,Illinois,35.0,0,2022-07-21,115299.66,frank.smith@example.com,9203880652,3,1
EMP1128,David,Brown,Finance,New York,30.0,0,2020-03-30,72272.34,david.brown@example.com,3315377958,2,0
EMP1129,Grace,Brown,DevOps,Nevada,40.0,1,2022-10-11,117537.71,grace.brown@example.com,9594652169,4,0
EMP1130,Frank,Brown,Finance,Texas,25.0,0,2022-07-24,51074.33,frank.brown@example.com,7303379336,4,1
EMP1131,Charlie,Jones,Finance,California,25.0,0,2023-06-30,98489.32,charlie.jones@example.com,5636205014,4,0
EMP1132,Frank,Smith,Finance,California,35.0,0,2024-01-11,112120.71,frank.smith@example.com,812473949,1,1
EMP1133,Alice,Jones,Cloud Tech,New York,35.0,0,2023-11-02,114465.04,alice.jones@example.com,334234257,3,0
EMP1134,Bob,Davis,Cloud Tech,Nevada,40.0,0,2024-11-22,57035.51,bob.davis@example.com,3230241025,1,1
EMP1135,Eva,Jones,Cloud Tech,California,25.0,1,2021-08-23,75092.43,eva.jones@example.com,1534735527,4,1
EMP1136,David,Smith,Finance,Illinois,30.0,0,2024-06-11,62603.979999999996,david.smith@example.com,9611223385,3,0
EMP1137,Grace,Smith,DevOps,New York,30.0,0,2023-04-09,60018.24,grace.smith@example.com,5596309937,4,0
EMP1138,Eva,Davis,HR,Nevada,40.0,1,2024-07-05,82567.73,eva.davis@example.com,4253042896,1,1
EMP1139,Charlie,Smith,Finance,California,25.0,0,2021-09-04,94725.71,charlie.smith@example.com,3179128684,1,0
EMP1140,Eva,Garcia,HR,New York,40.0,0,2024-10-13,83824.56,eva.garcia@example.com,7872558776,1,0
EMP1141,Frank,Smith,HR,Nevada,30.0,0,2020-02-14,118456.11,frank.smith@example.com,4969033372,4,1
EMP1142,Eva,Brown,Sales,Nevada,25.0,0,2020-04-10,113743.19,eva.brown@example.com,6346692547,3,1
EMP1143,Eva,Garcia,Sales,California,30.0,1,2023-07-27,63309.24,eva.garcia@example.com,1214785389,3,0
EMP1144,Charlie,Garcia,DevOps,Nevada,25.0,1,2021-09-24,105202.73,charlie.garcia@example.com,7895677664,4,1
EMP1145,Frank,Davis,Cloud Tech,California,30.0,0,2024-03-10,79085.22,frank.davis@example.com,7546027340,3,1
EMP1146,Frank,Williams,Sales,California,30.0,1,2021-06-10,113983.43,frank.williams@example.com,5148881430,4,1
EMP1147,Eva,Williams,Cloud Tech,Florida,35.0,1,2020-10-15,102790.6,eva.williams@example.com,1150835353,3,0
EMP1148,Grace,Smith,HR,Texas,35.0,0,2020-01-29,68512.1,grace.smith@example.com,4439284043,2,0
EMP1149,Frank,Garcia,Sales,Florida,35.0,0,2022-01-30,57584.23,frank.garcia@example.com,5669078262,2,1
EMP1150,Alice,Williams,Sales,California,30.0,0,2021-03-29,95335.67,alice.williams@example.com,3373898774,1,0
EMP1151,Heidi,Williams,DevOps,Florida,35.0,1,2020-10-13,53174.28,heidi.williams@example.com,1536637779,2,1
EMP1152,Heidi,Smith,Cloud Tech,New York,25.0,0,2020-10-04,77205.21,heidi.smith@example.com,5292407552,2,0
EMP1153,Grace,Williams,DevOps,Nevada,35.0,1,2024-12-18,79041.92,grace.williams@example.com,6668459089,2,1
EMP1154,Heidi,Jones,Finance,California,35.0,1,2023-11-14,75937.1,heidi.jones@example.com,2259999662,4,1
EMP1155,David,Johnson,Cloud Tech,Nevada,35.0,0,2023-01-20,113118.73,david.johnson@example.com,6186371596,2,0
EMP1156,Alice,Davis,HR,New York,40.0,1,2024-10-02,107693.38,alice.davis@example.com,4121820969,2,1
EMP1157,David,Johnson,Cloud Tech,Texas,30.0,0,2021-05-13,119217.46,david.johnson@example.com,2316433480,1,0
EMP1158,David,Smith,Sales,New York,25.0,0,2021-03-18,106913.71,david.smith@example.com,7058025661,2,0
EMP1159,Charlie,Brown,Cloud Tech,California,30.0,1,2020-09-23,87815.08,charlie.brown@example.com,1286716322,2,1
EMP1160,Bob,Davis,Admin,Texas,25.0,0,2024-06-05,105190.21,bob.davis@example.com,4672994937,3,1
EMP1161,Alice,Smith,HR,Texas,30.0,1,2024-02-28,79467.24,alice.smith@example.com,7430271692,1,0
EMP1162,Bob,Garcia,Finance,California,40.0,0,2023-04-30,57633.78,bob.garcia@example.com,8597779013,1,1
EMP1163,Alice,Brown,HR,Florida,30.0,0,2020-03-04,54257.78,alice.brown@example.com,7546926328,1,1
EMP1164,Grace,Johnson,DevOps,Texas,40.0,0,2023-12-29,113679.06,grace.johnson@example.com,6762916031,1,1
EMP1165,Bob,Smith,Sales,New York,35.0,1,2020-09-15,69251.12,bob.smith@example.com,4841376814,1,1
EMP1166,Frank,Garcia,Sales,Illinois,40.0,0,2022-07-18,85388.58,frank.garcia@example.com,1185672437,1,1
EMP1167,Bob,Davis,DevOps,New York,30.0,0,2022-07-13,112166.37,bob.davis@example.com,701765635,4,0
EMP1168,Heidi,Davis,Finance,Nevada,40.0,1,2021-10-02,79873.48,heidi.davis@example.com,41257770,2,0
EMP1169,Frank,Miller,DevOps,Florida,30.0,1,2020-07-05,108224.03,frank.miller@example.com,1837274219,1,1
EMP1170,Bob,Garcia,Admin,Illinois,35.0,1,2023-04-16,116963.72,bob.garcia@example.com,9124186209,2,1
EMP1171,Bob,Jones,HR,Nevada,40.0,0,2024-11-12,114109.06,bob.jones@example.com,4275230836,2,1
EMP1172,Eva,Williams,HR,California,30.0,1,2023-03-29,85518.88,eva.williams@example.com,816470899,4,0
EMP1173,Heidi,Brown,Cloud Tech,California,30.0,0,2022-01-22,58041.97,heidi.brown@example.com,6335331059,1,1
EMP1174,David,Garcia,Sales,Illinois,40.0,0,2023-10-14,94988.94,david.garcia@example.com,531312205,3,0
EMP1175,Eva,Miller,Admin,California,25.0,0,2024-04-10,71628.93,eva.miller@example.com,8155839385,4,0
EMP1176,Alice,Williams,Admin,Illinois,30.0,0,2022-03-31,54870.98,alice.williams@example.com,6133155205,3,0
EMP1177,Alice,Williams,DevOps,Illinois,25.0,1,2022-02-09,79388.27,alice.williams@example.com,5063731494,2,1
EMP1178,Frank,Smith,DevOps,California,35.0,0,2023-05-06,55946.990000000005,frank.smith@example.com,136497188,2,0
EMP1179,Charlie,Williams,Cloud Tech,Nevada,30.0,1,2021-07-11,81017.91,charlie.williams@example.com,2419562524,4,1
EMP1180,Heidi,Jones,HR,New York,40.0,0,2020-08-21,74162.1,heidi.jones@example.com,7150997682,4,0
EMP1181,Heidi,Davis,DevOps,California,35.0,1,2021-03-27,77668.44,heidi.davis@example.com,8903091435,3,1
EMP1182,Alice,Miller,HR,New York,30.0,1,2024-04-14,67886.37,alice.miller@example.com,3910257431,1,0
EMP1183,Alice,Williams,DevOps,Florida,40.0,1,2020-09-21,76614.52,alice.williams@example.com,6303975244,3,1
EMP1184,Frank,Smith,Finance,Nevada,25.0,1,2022-06-12,51311.91,frank.smith@example.com,864035532,4,0
EMP1185,Frank,Jones,Finance,Illinois,35.0,0,2023-12-24,94809.92,frank.jones@example.com,8033968526,3,1
EMP1186,Grace,Johnson,HR,New York,25.0,0,2022-07-31,108241.81,grace.johnson@example.com,171302320,4,1
EMP1187,Bob,Davis,Cloud Tech,New York,40.0,0,2023-04-21,78031.49,bob.davis@example.com,2983381673,3,1
EMP1188,Eva,Davis,Admin,California,35.0,1,2020-06-05,85733.83,eva.davis@example.com,2336293448,4,1
EMP1189,David,Miller,HR,Nevada,35.0,0,2024-07-27,60338.29000000001,david.miller@example.com,7347156626,4,0
EMP1190,Eva,Davis,Admin,Illinois,30.0,1,2024-04-05,103140.67,eva.davis@example.com,7689627065,4,0
EMP1191,Heidi,Williams,Sales,Illinois,40.0,0,2023-10-26,114690.8,heidi.williams@example.com,1498282466,1,1
EMP1192,Frank,Smith,Admin,Florida,35.0,1,2022-08-18,80954.56,frank.smith@example.com,4746897151,3,0
EMP1193,Eva,Davis,Cloud Tech,California,35.0,0,2020-05-31,71728.55,eva.davis@example.com,7323008575,3,1
EMP1194,Alice,Davis,HR,Texas,35.0,0,2024-11-04,118415.8,alice.davis@example.com,6656749159,3,1
EMP1195,Grace,Johnson,Sales,Illinois,40.0,0,2020-03-25,81481.36,grace.johnson@example.com,1692364586,4,0
EMP1196,David,Johnson,Sales,Florida,35.0,0,2020-11-04,117040.57,david.johnson@example.com,5066337049,3,1
EMP1197,Frank,Brown,Sales,Nevada,25.0,1,2020-03-21,67342.06,frank.brown@example.com,2497243991,3,1
EMP1198,Heidi,Jones,Sales,Illinois,35.0,1,2022-01-15,76099.64,heidi.jones@example.com,116691835,4,0
EMP1199,Grace,Williams,DevOps,Illinois,35.0,1,2024-06-04,94162.06,grace.williams@example.com,2644886945,2,1
EMP1200,Frank,Davis,Sales,Nevada,25.0,0,2021-08-04,67639.7,frank.davis@example.com,1195243639,4,1
EMP1201,Charlie,Garcia,Cloud Tech,Illinois,35.0,0,2020-10-16,114172.25,charlie.garcia@example.com,2701168645,3,1
EMP1202,Grace,Davis,Sales,Nevada,30.0,1,2021-09-26,89124.54,grace.davis@example.com,2252237280,4,1
EMP1203,Frank,Smith,DevOps,Nevada,30.0,0,2023-11-04,113871.36,frank.smith@example.com,7932302345,2,0
EMP1204,Grace,Brown,HR,Texas,35.0,0,2021-09-24,62618.40000000001,grace.brown@example.com,7912141613,4,0
EMP1205,Heidi,Jones,Admin,New York,30.0,1,2020-06-07,70705.45,heidi.jones@example.com,1509377099,3,0
EMP1206,Alice,Garcia,Sales,New York,35.0,0,2022-02-10,60797.69,alice.garcia@example.com,4090138068,2,1
EMP1207,Charlie,Brown,Cloud Tech,Florida,40.0,0,2023-10-17,100371.0,charlie.brown@example.com,8477596554,1,1
EMP1208,Eva,Miller,Admin,Illinois,40.0,1,2021-09-25,117591.76,eva.miller@example.com,5356690550,3,0
EMP1209,David,Jones,DevOps,Illinois,35.0,0,2022-08-03,103860.7,david.jones@example.com,762091842,2,1
EMP1210,Grace,Davis,Admin,Illinois,30.0,1,2024-11-22,67500.22,grace.davis@example.com,5797863049,2,1
EMP1211,Frank,Davis,Cloud Tech,Nevada,35.0,0,2024-10-09,58727.44,frank.davis@example.com,5057397690,1,1
EMP1212,Charlie,Jones,Finance,Illinois,35.0,1,2024-08-28,80623.08,charlie.jones@example.com,5671649327,4,1
EMP1213,David,Davis,HR,Texas,40.0,0,2020-04-19,77751.78,david.davis@example.com,9802714871,4,0
EMP1214,Grace,Williams,HR,New York,25.0,1,2021-10-14,115157.81,grace.williams@example.com,7178333210,3,0
EMP1215,Frank,Jones,Admin,Texas,30.0,0,2024-08-26,83071.85,frank.jones@example.com,6025643470,1,0
EMP1216,Heidi,Brown,Sales,Texas,40.0,1,2020-02-08,67914.67,heidi.brown@example.com,2871539914,4,1
EMP1217,Grace,Jones,HR,New York,25.0,0,2020-09-06,53342.46,grace.jones@example.com,6686334140,1,0
EMP1218,Heidi,Garcia,Cloud Tech,Florida,25.0,0,2023-01-02,51150.47,heidi.garcia@example.com,1159319524,4,0
EMP1219,David,Davis,HR,Florida,30.0,1,2023-06-13,74697.12,david.davis@example.com,6904098365,2,1
EMP1220,Charlie,Williams,Sales,California,25.0,1,2022-12-13,88085.74,charlie.williams@example.com,5528993159,4,1
EMP1221,Alice,Williams,Finance,Texas,40.0,0,2022-03-03,118672.76,alice.williams@example.com,8752437728,1,0
EMP1222,Alice,Miller,Cloud Tech,California,35.0,1,2024-02-10,95997.31,alice.miller@example.com,4209548148,2,0
EMP1223,Frank,Brown,Cloud Tech,California,30.0,0,2021-11-24,106945.62,frank.brown@example.com,7374605232,2,0
EMP1224,Heidi,Johnson,DevOps,New York,40.0,1,2020-05-09,100123.15,heidi.johnson@example.com,276420864,2,0
EMP1225,Alice,Johnson,Admin,Texas,35.0,1,2024-12-19,52933.42,alice.johnson@example.com,6756618442,1,1
EMP1226,Grace,Jones,Finance,California,30.0,1,2024-03-22,95283.03,grace.jones@example.com,8612590471,3,0
EMP1227,Alice,Miller,HR,Texas,35.0,0,2022-06-13,112264.06,alice.miller@example.com,9277423329,3,0
EMP1228,Grace,Smith,Admin,Florida,35.0,0,2022-10-15,75714.28,grace.smith@example.com,5912662014,3,1
EMP1229,Eva,Jones,DevOps,Florida,25.0,1,2022-05-31,92171.73,eva.jones@example.com,7201859625,1,0
EMP1230,Eva,Miller,Cloud Tech,Texas,35.0,0,2023-09-15,70694.8,eva.miller@example.com,3013674925,2,1
